,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
5909,2006,16,CHI,Rodney Carney,University of Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704,4600,5.9,2,0.4,6.2,0.064,-2.7,-0.8
5910,2006,17,IND,Shawne Williams,University of Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,5368,5.6,3,0.7,6.7,0.06,-2,0
5912,2006,19,SAC,Quincy Douby,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884,1535,4.1,1.1,0.7,0,0,-5.4,-1.3
5913,2006,20,NYK,Renaldo Balkman,University of South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542,3064,4,3.5,0.6,7.2,0.113,0.9,2.2
5914,2006,21,PHO,Rajon Rondo,University of Kentucky,13,811,25665,8426,3914,6854,0.461,0.313,0.605,25665,10.4,4.8,8.5,57.9,0.108,1.5,22.4
5915,2006,22,NJN,Marcus Williams,University of Connecticut,4,203,3095,1128,361,574,0.386,0.321,0.767,3095,5.6,1.8,2.8,0,-0.001,-4.6,-2
5916,2006,23,NJN,Josh Boone,University of Connecticut,4,256,4482,1340,1258,125,0.544,0,0.445,4482,5.2,4.9,0.5,9.1,0.097,-1.9,0.1
5917,2006,24,MEM,Kyle Lowry,Villanova University,13,845,26448,12221,3596,5151,0.424,0.367,0.805,26448,14.5,4.3,6.1,85.7,0.156,3.8,38.8
5918,2006,25,CLE,Shannon Brown,Michigan State University,9,408,7329,3118,760,458,0.42,0.332,0.807,7329,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6
5919,2006,26,LAL,Jordan Farmar,"University of California, Los Angeles",10,504,9840,3888,958,1453,0.423,0.374,0.739,9840,7.7,1.9,2.9,13.9,0.068,-1.4,1.6
5922,2006,29,NYK,Mardy Collins,Temple University,4,189,2771,742,336,327,0.38,0.299,0.599,2771,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
5927,2006,32,HOU,Steve Novak,Marquette University,11,467,5657,2177,591,132,0.437,0.43,0.877,5657,4.7,1.3,0.3,14.5,0.123,-0.9,1.6
5928,2006,33,ATL,Solomon Jones,University of South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,3092,3,2.3,0.4,5,0.078,-2.9,-0.7
5930,2006,35,TOR,P.J. Tucker,University of Texas at Austin,8,565,16202,4206,3240,809,0.424,0.361,0.743,16202,7.4,5.7,1.4,28.7,0.085,0.8,11.6
5931,2006,36,MIN,Craig Smith,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,6826,7.6,3.9,0.8,16,0.113,-1.5,0.9
5937,2006,42,CLE,Daniel Gibson,University of Texas at Austin,7,397,9316,3115,792,775,0.402,0.407,0.78,9316,7.8,2,2,16,0.082,-1,2.3
5940,2006,45,IND,Alexander Johnson,Florida State University,2,102,1302,439,275,30,0.517,0,0.672,1302,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7
5942,2006,47,UTA,Paul Millsap,Louisiana Tech University,13,929,27250,13118,6880,2127,0.491,0.332,0.733,27250,14.1,7.4,2.3,86.8,0.153,3.2,36
5944,2006,49,DEN,Leon Powe,University of California,5,239,3320,1484,911,78,0.515,0,0.682,3320,6.2,3.8,0.3,12,0.174,-2.3,-0.2
5945,2006,50,CHA,Ryan Hollins,"University of California, Los Angeles",10,518,6134,1913,1140,151,0.584,0,0.649,6134,3.7,2.2,0.3,10.4,0.081,-2.6,-1
5956,2007,1,POR,Greg Oden,Ohio State University,3,105,2028,840,656,51,0.574,0,0.658,2028,8,6.2,0.5,7.3,0.174,1.1,1.6
5957,2007,2,SEA,Kevin Durant,University of Texas at Austin,12,835,30873,22670,5929,3394,0.492,0.382,0.882,30873,27.1,7.1,4.1,139.7,0.217,5.1,55
5958,2007,3,ATL,Al Horford,University of Florida,12,775,25450,10912,6528,2494,0.525,0.367,0.753,25450,14.1,8.4,3.2,84.5,0.159,3.2,33.6
5959,2007,4,MEM,Mike Conley,Ohio State University,12,781,25457,11546,2302,4458,0.441,0.375,0.818,25457,14.8,2.9,5.7,70.3,0.133,2,25.4
5960,2007,5,BOS,Jeff Green,Georgetown University,11,847,25512,11173,3842,1357,0.441,0.335,0.804,25512,13.2,4.5,1.6,39.8,0.075,-1.3,4.4
5962,2007,7,MIN,Corey Brewer,University of Florida,12,797,18489,7031,2229,1227,0.425,0.283,0.713,18489,8.8,2.8,1.5,21.8,0.057,-1,4.6
5963,2007,8,CHA,Brandan Wright,University of North Carolina,10,428,6949,2976,1560,199,0.607,0,0.674,6949,7,3.6,0.5,26.2,0.181,1.6,6.4
5964,2007,9,CHI,Joakim Noah,University of Florida,12,662,18497,5816,6007,1889,0.491,0,0.699,18497,8.8,9.1,2.9,61.5,0.16,4.1,28.4
5965,2007,10,SAC,Spencer Hawes,University of Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,15541,8.7,5.7,1.9,22.6,0.07,-0.7,5
5966,2007,11,ATL,Acie Law,Texas A&M University,4,188,2385,725,195,309,0.413,0.235,0.778,2385,3.9,1,1.6,1.6,0.032,-5.4,-2
5967,2007,12,PHI,Thaddeus Young,Georgia Institute of Technology,12,886,27217,11854,5297,1444,0.501,0.33,0.672,27217,13.4,6,1.6,58.7,0.104,0.7,18.5
5968,2007,13,NOK,Julian Wright,University of Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,3049,3.9,2.3,0.8,3.9,0.061,-1.3,0.5
5969,2007,14,LAC,Al Thornton,Florida State University,4,296,8274,3527,1233,353,0.452,0.293,0.747,8274,11.9,4.2,1.2,6.1,0.035,-3.5,-3.1
5970,2007,15,DET,Rodney Stuckey,Eastern Washington University,10,651,17890,8185,1912,2333,0.423,0.3,0.824,17890,12.6,2.9,3.6,28.7,0.077,-1.4,2.7
5971,2007,16,WAS,Nick Young,University of Southern California,12,720,16419,8194,1427,687,0.418,0.376,0.836,16419,11.4,2,1,18.6,0.054,-3.4,-5.8
5972,2007,17,NJN,Sean Williams,Boston College,4,137,1978,581,472,47,0.511,0,0.624,1978,4.2,3.4,0.3,3,0.073,-2,0
5974,2007,19,LAL,Javaris Crittenton,Georgia Institute of Technology,2,113,1853,595,276,201,0.442,0.231,0.638,1853,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1
5975,2007,20,MIA,Jason Smith,Colorado State University,11,614,10009,3769,2071,452,0.469,0.335,0.783,10009,6.1,3.4,0.7,14.1,0.068,-2.6,-1.6
5976,2007,21,PHI,Daequan Cook,Ohio State University,6,328,5993,2114,703,243,0.369,0.359,0.813,5993,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4
5977,2007,22,CHA,Jared Dudley,Boston College,12,835,19431,6492,2745,1345,0.464,0.392,0.73,19431,7.8,3.3,1.6,41.3,0.102,1,14.9
5978,2007,23,NYK,Wilson Chandler,DePaul University,11,626,19327,8194,3382,1156,0.445,0.343,0.768,19327,13.1,5.4,1.8,28.3,0.07,-0.7,6.3
5981,2007,26,HOU,Aaron Brooks,University of Oregon,10,645,13439,6259,1079,1925,0.413,0.37,0.837,13439,9.7,1.7,3,19.2,0.069,-1.8,0.8
5982,2007,27,DET,Arron Afflalo,"University of California, Los Angeles",11,762,20829,8198,2176,1386,0.45,0.386,0.825,20829,10.8,2.9,1.8,33.5,0.077,-1.1,4.5
5988,2007,31,SEA,Carl Landry,Purdue University,9,513,11524,5541,2533,355,0.535,0.3,0.785,11524,10.8,4.9,0.7,35.9,0.149,-1.1,2.6
5992,2007,35,SEA,Glen Davis,Louisiana State University,8,514,10865,4111,2236,457,0.447,0.182,0.7,10865,8,4.4,0.9,18.6,0.082,-2.3,-0.8
5994,2007,37,POR,Josh McRoberts,Duke University,11,433,8271,2333,1686,901,0.463,0.34,0.705,8271,5.4,3.9,2.1,18.5,0.107,1,6.2
6004,2007,47,WAS,Dominic McGuire,"California State University, Fresno",6,342,5348,939,1169,422,0.419,0.188,0.658,5348,2.7,3.4,1.2,4.1,0.037,-1.6,0.6
6006,2007,49,CHI,Aaron Gray,University of Pittsburgh,7,318,3851,1066,1190,207,0.509,0,0.562,3851,3.4,3.7,0.7,6.2,0.077,-1.8,0.2
6013,2007,56,MIL,Ramon Sessions,"University of Nevada, Reno",11,691,16119,7141,1840,2807,0.434,0.316,0.791,16119,10.3,2.7,4.1,28.8,0.086,-1.9,0.5
6018,2008,1,CHI,Derrick Rose,University of Memphis,10,545,18096,10277,1909,3055,0.453,0.304,0.824,18096,18.9,3.5,5.6,37.4,0.099,0.3,10.5
6019,2008,2,MIA,Michael Beasley,Kansas State University,11,609,13903,7568,2861,788,0.465,0.349,0.759,13903,12.4,4.7,1.3,15.6,0.054,-3.2,-4.3
6020,2008,3,MIN,O.J. Mayo,University of Southern California,8,547,16919,7574,1706,1607,0.429,0.373,0.82,16919,13.8,3.1,2.9,21.8,0.062,-0.8,5.1
6021,2008,4,SEA,Russell Westbrook,"University of California, Los Angeles",11,806,27775,18524,5595,6722,0.435,0.308,0.803,27775,23,6.9,8.3,95.1,0.164,6.6,60.2
6022,2008,5,MEM,Kevin Love,"University of California, Los Angeles",11,648,20778,11877,7299,1501,0.443,0.371,0.826,20778,18.3,11.3,2.3,78.1,0.18,2.8,25
6024,2008,7,LAC,Eric Gordon,Indiana University,11,613,20318,10243,1548,1823,0.427,0.372,0.814,20318,16.7,2.5,3,32.4,0.077,-0.9,5.6
6026,2008,9,CHA,D.J. Augustin,University of Texas at Austin,11,792,18969,7737,1468,3100,0.413,0.382,0.862,18969,9.8,1.9,3.9,40.5,0.102,-1.5,2.4
6027,2008,10,NJN,Brook Lopez,Stanford University,11,702,21713,12221,4593,1063,0.499,0.347,0.791,21713,17.4,6.5,1.5,58.7,0.13,1,16.5
6028,2008,11,IND,Jerryd Bayless,University of Arizona,11,573,12260,4828,1211,1631,0.411,0.363,0.822,12260,8.4,2.1,2.8,18.6,0.073,-1.9,0.2
6029,2008,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,0.496,0.143,0.657,14819,8.9,6.6,1.1,23.8,0.077,-1.7,1.3
6030,2008,13,POR,Brandon Rush,University of Kansas,9,481,10564,3250,1413,468,0.426,0.402,0.706,10564,6.8,2.9,1,11.2,0.051,-1.7,0.7
6031,2008,14,GSW,Anthony Randolph,Louisiana State University,6,252,3841,1789,1078,187,0.453,0.241,0.74,3841,7.1,4.3,0.7,5.8,0.072,-2.1,-0.1
6032,2008,15,PHO,Robin Lopez,Stanford University,11,751,17236,6742,3969,616,0.529,0.233,0.758,17236,9,5.3,0.8,42,0.117,0.1,9.1
6033,2008,16,PHI,Marreese Speights,University of Florida,10,705,10640,5592,2875,461,0.459,0.356,0.797,10640,7.9,4.1,0.7,25.8,0.116,-2.8,-2.2
6034,2008,17,TOR,Roy Hibbert,Georgetown University,9,662,16389,6611,4173,885,0.465,0.25,0.755,16389,10,6.3,1.3,35.9,0.105,0.2,9.1
6035,2008,18,WAS,JaVale McGee,"University of Nevada, Reno",11,617,10567,4828,3039,226,0.566,0.087,0.589,10567,7.8,4.9,0.4,30,0.136,-0.3,4.6
6036,2008,19,CLE,J.J. Hickson,North Carolina State University,8,534,11925,5081,3639,449,0.505,0,0.617,11925,9.5,6.8,0.8,21.9,0.088,-2.3,-0.9
6038,2008,21,NJN,Ryan Anderson,University of California,11,641,16727,7996,3400,583,0.422,0.38,0.854,16727,12.5,5.3,0.9,46.8,0.134,0.6,11.1
6039,2008,22,ORL,Courtney Lee,Western Kentucky University,11,775,21441,7605,2074,1326,0.451,0.388,0.854,21441,9.8,2.7,1.7,38.6,0.086,-0.2,9.8
6040,2008,23,UTA,Kosta Koufos,Ohio State University,11,676,11150,3869,3414,349,0.535,0,0.582,11150,5.7,5.1,0.5,28.2,0.121,-0.8,3.3
6043,2008,26,SAS,George Hill,Indiana University-Purdue University Indianapolis,11,713,20206,8040,2220,2299,0.453,0.38,0.801,20206,11.3,3.1,3.2,59.1,0.141,1.7,18.9
6044,2008,27,NOH,Darrell Arthur,University of Kansas,9,503,8945,3282,1768,409,0.444,0.352,0.765,8945,6.5,3.5,0.8,12.3,0.066,-1.9,0.3
6045,2008,28,MEM,Donte Greene,Syracuse University,4,253,4259,1541,600,183,0.406,0.304,0.701,4259,6.1,2.4,0.7,1.5,0.017,-3.8,-2
6046,2008,29,DET,D.J. White,Indiana University,6,138,2111,810,437,80,0.507,0.333,0.72,2111,5.9,3.2,0.6,3.8,0.087,-3.4,-0.7
6052,2008,33,POR,Joey Dorsey,University of Memphis,4,130,1488,344,513,55,0.534,0,0.375,1488,2.6,3.9,0.4,2.9,0.092,-1.3,0.3
6053,2008,34,MIN,Mario Chalmers,University of Kansas,9,646,17245,5743,1585,2412,0.417,0.351,0.793,17245,8.9,2.5,3.7,32.3,0.09,0.3,9.8
6054,2008,35,LAC,DeAndre Jordan,Texas A&M University,11,810,22864,7754,8799,674,0.671,0.091,0.463,22864,9.6,10.9,0.8,82.9,0.174,2.2,24.1
6056,2008,37,MIL,Luc Mbah a Moute,"University of California, Los Angeles",11,686,16013,4375,2798,588,0.454,0.335,0.66,16013,6.4,4.1,0.9,26,0.078,-0.8,4.9
6058,2008,39,CHI,Sonny Weems,University of Arkansas,4,183,3335,1189,402,257,0.465,0.283,0.702,3335,6.5,2.2,1.4,0,0.001,-4.2,-1.9
6059,2008,40,NJN,Chris Douglas-Roberts,University of Memphis,6,222,4381,1571,472,254,0.439,0.329,0.831,4381,7.1,2.1,1.1,5.4,0.059,-2.9,-1
6066,2008,47,WAS,Bill Walker,Kansas State University,5,181,3016,1079,401,153,0.446,0.369,0.76,3016,6,2.2,0.8,5,0.079,-1.3,0.5
6071,2008,52,MIA,Darnell Jackson,University of Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,1039,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
6080,2009,1,LAC,Blake Griffin,University of Oklahoma,9,591,20754,12926,5337,2624,0.504,0.34,0.691,20754,21.9,9,4.4,74.2,0.172,4.1,31.8
6081,2009,2,MEM,Hasheem Thabeet,University of Connecticut,5,224,2357,483,595,27,0.567,0,0.578,2357,2.2,2.7,0.1,4.8,0.099,-1.4,0.4
6082,2009,3,OKC,James Harden,Arizona State University,10,748,25518,18039,3881,4615,0.443,0.364,0.857,25518,24.1,5.2,6.2,118.1,0.222,6.9,57.6
6083,2009,4,SAC,Tyreke Evans,University of Memphis,10,582,17967,9204,2672,2818,0.44,0.322,0.759,17967,15.8,4.6,4.8,28.4,0.076,0.8,12.8
6085,2009,6,MIN,Jonny Flynn,Syracuse University,3,163,3738,1504,307,634,0.4,0.338,0.809,3738,9.2,1.9,3.9,-1.1,-0.015,-4.9,-2.7
6086,2009,7,GSW,Stephen Curry,Davidson College,10,679,23384,15952,3047,4507,0.477,0.436,0.904,23384,23.5,4.5,6.6,100.9,0.207,6.5,49.9
6087,2009,8,NYK,Jordan Hill,University of Arizona,8,409,7692,3232,2389,322,0.497,0.136,0.699,7692,7.9,5.8,0.8,16.4,0.102,-2,0
6088,2009,9,TOR,DeMar DeRozan,University of Southern California,10,736,25135,14602,3116,2452,0.45,0.284,0.827,25135,19.8,4.2,3.3,58.2,0.111,-0.5,9.2
6090,2009,11,NJN,Terrence Williams,University of Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,2922,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
6091,2009,12,CHA,Gerald Henderson,Duke University,8,535,13854,5987,1716,1009,0.44,0.327,0.793,13854,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
6092,2009,13,IND,Tyler Hansbrough,University of North Carolina,7,428,7233,2881,1808,181,0.439,0.136,0.738,7233,6.7,4.2,0.4,20.2,0.134,-2.5,-1
6093,2009,14,PHO,Earl Clark,University of Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,3630,4.4,3,0.5,2.9,0.038,-3.6,-1.5
6094,2009,15,DET,Austin Daye,Gonzaga University,6,293,4132,1522,764,212,0.402,0.351,0.778,4132,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
6095,2009,16,CHI,James Johnson,Wake Forest University,10,588,12152,4677,2120,1241,0.478,0.305,0.695,12152,8,3.6,2.1,23,0.091,1.1,9.5
6096,2009,17,PHI,Jrue Holiday,"University of California, Los Angeles",10,652,21586,10148,2499,4151,0.452,0.355,0.784,21586,15.6,3.8,6.4,39.5,0.088,1.3,18.1
6097,2009,18,MIN,Ty Lawson,University of North Carolina,8,551,16088,6977,1506,3316,0.46,0.359,0.77,16088,12.7,2.7,6,42.1,0.126,0.7,10.9
6098,2009,19,ATL,Jeff Teague,Wake Forest University,10,711,19717,9029,1756,4135,0.445,0.356,0.842,19717,12.7,2.5,5.8,48.4,0.118,0,10
6099,2009,20,UTA,Eric Maynor,Virginia Commonwealth University,5,267,3896,1141,348,760,0.392,0.35,0.721,3896,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7
6100,2009,21,NOH,Darren Collison,"University of California, Los Angeles",10,698,20516,8730,1857,3482,0.472,0.395,0.854,20516,12.5,2.7,5,49.3,0.115,0.1,10.9
6103,2009,24,DAL,Byron Mullens,Ohio State University,5,189,3446,1398,790,153,0.408,0.319,0.706,3446,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3
6105,2009,26,CHI,Taj Gibson,University of Southern California,10,732,18970,7185,4703,753,0.511,0.212,0.708,18970,9.8,6.4,1,49.5,0.125,0.1,9.9
6106,2009,27,MEM,DeMarre Carroll,University of Missouri,10,542,13077,4933,2341,689,0.431,0.362,0.74,13077,9.1,4.3,1.3,28.8,0.106,0.7,9
6107,2009,28,MIN,Wayne Ellington,University of North Carolina,10,627,13219,5036,1377,682,0.409,0.379,0.848,13219,8,2.2,1.1,16.5,0.06,-2.2,-0.6
6108,2009,29,LAL,Toney Douglas,Florida State University,8,394,7511,3009,875,889,0.404,0.354,0.824,7511,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
6112,2009,31,SAC,Jeff Pendergraph,Arizona State University,6,237,2322,690,632,99,0.553,0.4,0.776,2322,2.9,2.7,0.4,6.3,0.131,-1.4,0.4
6114,2009,33,POR,Dante Cunningham,Villanova University,10,708,14818,4131,2671,504,0.47,0.347,0.649,14818,5.8,3.8,0.7,24.9,0.081,-1,3.7
6117,2009,36,MEM,Sam Young,University of Pittsburgh,4,249,3966,1436,573,180,0.442,0.28,0.742,3966,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9
6118,2009,37,SAS,DeJuan Blair,University of Pittsburgh,7,424,7054,2865,2153,349,0.524,0,0.608,7054,6.8,5.1,0.8,19,0.129,0.4,4.2
6119,2009,38,POR,Jon Brockman,University of Washington,3,150,1570,320,472,49,0.488,0,0.618,1570,2.1,3.1,0.3,3.7,0.113,-2.1,0
6121,2009,40,CHA,Derrick Brown,Xavier University,3,171,2554,895,413,119,0.515,0.317,0.637,2554,5.2,2.4,0.7,4.5,0.085,-1.6,0.2
6122,2009,41,MIL,Jodie Meeks,University of Kentucky,10,533,12030,4952,1112,576,0.418,0.372,0.879,12030,9.3,2.1,1.1,24,0.096,-0.6,4.2
6123,2009,42,LAL,Patrick Beverley,University of Arkansas,7,369,10456,3337,1572,1257,0.412,0.377,0.769,10456,9,4.3,3.4,24,0.11,1.9,10.3
6124,2009,43,MIA,Marcus Thornton,Louisiana State University,8,483,11299,5750,1348,677,0.425,0.358,0.83,11299,11.9,2.8,1.4,20,0.085,-0.8,3.4
6125,2009,44,DET,Chase Budinger,University of Arizona,7,407,7998,3198,1240,473,0.43,0.352,0.797,7998,7.9,3,1.2,13.9,0.083,-1.4,1.2
6126,2009,45,MIN,Nick Calathes,University of Florida,2,129,2011,590,243,353,0.441,0.288,0.581,2011,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
6127,2009,46,CLE,Danny Green,University of North Carolina,10,604,15368,5392,2111,961,0.422,0.4,0.82,15368,8.9,3.5,1.6,37.6,0.117,2.9,19.2
6133,2009,52,IND,A.J. Price,University of Connecticut,6,261,3929,1523,377,567,0.38,0.316,0.742,3929,5.8,1.4,2.2,4.7,0.058,-2.4,-0.4
6136,2009,55,POR,Patrick Mills,Saint Mary's College of California,10,589,11147,4937,982,1380,0.431,0.391,0.848,11147,8.4,1.7,2.3,26.7,0.115,0.5,6.9
6142,2010,1,WAS,John Wall,University of Kentucky,9,573,20545,10879,2483,5282,0.433,0.324,0.781,20545,19,4.3,9.2,44.3,0.104,2.3,22
6143,2010,2,PHI,Evan Turner,Ohio State University,9,671,18421,6689,3177,2364,0.434,0.294,0.782,18421,10,4.7,3.5,19.8,0.052,-2,-0.1
6144,2010,3,NJN,Derrick Favors,Georgia Institute of Technology,9,620,16004,7165,4457,680,0.523,0.214,0.666,16004,11.6,7.2,1.1,48,0.144,1.3,13.5
6145,2010,4,MIN,Wesley Johnson,Syracuse University,9,606,13450,4232,1920,645,0.405,0.337,0.739,13450,7,3.2,1.1,10.8,0.039,-1.1,2.9
6146,2010,5,SAC,DeMarcus Cousins,University of Kentucky,9,553,17763,11794,6028,1786,0.46,0.332,0.737,17763,21.3,10.9,3.2,42.9,0.116,2.9,21.9
6147,2010,6,GSW,Ekpe Udoh,Baylor University,7,368,5566,1300,1050,246,0.447,0,0.72,5566,3.5,2.9,0.7,9.6,0.083,0,2.9
6148,2010,7,DET,Greg Monroe,Georgetown University,9,627,17418,8279,5213,1346,0.513,0,0.703,17418,13.2,8.3,2.1,49.2,0.136,1.9,17
6149,2010,8,LAC,Al-Farouq Aminu,Wake Forest University,9,655,16503,5028,3976,812,0.423,0.339,0.741,16503,7.7,6.1,1.2,26.5,0.077,0,8.4
6150,2010,9,UTA,Gordon Hayward,Butler University,9,578,17750,8755,2420,1974,0.444,0.364,0.821,17750,15.1,4.2,3.4,47.1,0.127,1.9,17.4
6151,2010,10,IND,Paul George,"California State University, Fresno",9,589,19854,11585,3766,1942,0.433,0.378,0.844,19854,19.7,6.4,3.3,63.4,0.153,3.8,29
6152,2010,11,NOH,Cole Aldrich,University of Kansas,8,339,3389,1050,1131,183,0.527,0,0.738,3389,3.1,3.3,0.5,9.6,0.135,1,2.6
6153,2010,12,MEM,Xavier Henry,University of Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,2905,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
6154,2010,13,TOR,Ed Davis,University of North Carolina,9,626,12721,4078,4209,493,0.569,0,0.58,12721,6.5,6.7,0.8,40.1,0.151,0.9,9.4
6155,2010,14,HOU,Patrick Patterson,University of Kentucky,9,617,13548,4293,2570,666,0.45,0.367,0.749,13548,7,4.2,1.1,28.8,0.102,0.3,7.8
6156,2010,15,MIL,Larry Sanders,Virginia Commonwealth University,6,238,4635,1520,1345,174,0.48,0,0.553,4635,6.4,5.7,0.7,10.3,0.107,0.6,3
6157,2010,16,MIN,Luke Babbitt,"University of Nevada, Reno",8,381,5332,1818,846,224,0.408,0.402,0.747,5332,4.8,2.2,0.6,7.2,0.065,-2.8,-1
6159,2010,18,OKC,Eric Bledsoe,University of Kentucky,9,556,15498,7803,2167,2641,0.455,0.333,0.796,15498,14,3.9,4.8,35.7,0.111,2.1,16.2
6160,2010,19,BOS,Avery Bradley,University of Texas at Austin,9,519,14867,6242,1550,940,0.436,0.365,0.777,14867,12,3,1.8,14.7,0.047,-1.8,0.7
6161,2010,20,SAS,James Anderson,Oklahoma State University,5,247,4320,1422,560,291,0.411,0.321,0.755,4320,5.8,2.3,1.2,3.3,0.037,-2.8,-0.9
6163,2010,22,POR,Elliot Williams,University of Memphis,4,109,1470,537,161,94,0.421,0.31,0.669,1470,4.9,1.5,0.9,0.7,0.024,-5.3,-1.2
6164,2010,23,MIN,Trevor Booker,Clemson University,8,532,10872,3679,2932,566,0.515,0.305,0.636,10872,6.9,5.5,1.1,26.2,0.116,0.2,6
6167,2010,26,OKC,Quincy Pondexter,University of Washington,7,348,5500,1599,637,262,0.422,0.356,0.743,5500,4.6,1.8,0.8,9.6,0.084,-1.2,1.1
6168,2010,27,NJN,Jordan Crawford,Xavier University,6,281,6843,3432,703,883,0.411,0.317,0.826,6843,12.2,2.5,3.1,6.3,0.044,-2.1,-0.2
6169,2010,28,MEM,Greivis Vasquez,University of Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817,9520,9,2.5,4.8,12.6,0.064,-1.5,1.1
6176,2010,33,SAC,Hassan Whiteside,Marshall University,7,327,8660,4415,3775,195,0.572,0.222,0.595,8660,13.5,11.5,0.6,35.3,0.195,0.4,5.2
6182,2010,39,NYK,Landry Fields,Stanford University,5,255,6010,1731,1092,419,0.473,0.332,0.666,6010,6.8,4.3,1.6,10.5,0.084,-0.1,2.8
6183,2010,40,IND,Lance Stephenson,University of Cincinnati,9,501,11695,4301,2085,1436,0.445,0.315,0.684,11695,8.6,4.2,2.9,16.6,0.068,-0.8,3.6
6198,2010,55,UTA,Jeremy Evans,Western Kentucky University,7,250,2626,879,641,107,0.569,0.231,0.687,2626,3.5,2.6,0.4,8.2,0.15,1,2
6204,2011,1,CLE,Kyrie Irving,Duke University,8,496,16759,10989,1787,2802,0.466,0.392,0.875,16759,22.2,3.6,5.6,57.3,0.164,3.7,24.2
6205,2011,2,MIN,Derrick Williams,University of Arizona,7,428,8864,3809,1693,293,0.434,0.3,0.71,8864,8.9,4,0.7,14.1,0.076,-3.2,-2.6
6207,2011,4,CLE,Tristan Thompson,University of Texas at Austin,8,554,15496,5086,4767,493,0.519,0,0.61,15496,9.2,8.6,0.9,39.8,0.123,-0.6,5.6
6211,2011,8,DET,Brandon Knight,University of Kentucky,7,405,12263,5937,1301,1665,0.413,0.355,0.811,12263,14.7,3.2,4.1,11.7,0.046,-1.4,1.9
6212,2011,9,CHA,Kemba Walker,University of Connecticut,8,589,20041,11552,2231,3204,0.416,0.357,0.833,20041,19.6,3.8,5.4,46.6,0.112,2.4,22.2
6213,2011,10,MIL,Jimmer Fredette,Brigham Young University,5,235,3148,1416,236,323,0.412,0.381,0.876,3148,6,1,1.4,2.4,0.037,-4,-1.6
6214,2011,11,GSW,Klay Thompson,Washington State University,8,599,19819,11699,2073,1373,0.46,0.42,0.848,19819,19.5,3.5,2.3,46,0.111,0.3,11.3
6215,2011,12,UTA,Alec Burks,University of Colorado,8,424,9014,4085,1297,723,0.423,0.356,0.771,9014,9.6,3.1,1.7,12.9,0.069,-2.2,-0.5
6216,2011,13,PHO,Markieff Morris,University of Kansas,8,564,14815,6639,3135,969,0.45,0.338,0.778,14815,11.8,5.6,1.7,23.4,0.076,-0.8,4.6
6217,2011,14,HOU,Marcus Morris,University of Kansas,8,532,14068,6128,2428,808,0.433,0.361,0.742,14068,11.5,4.6,1.5,26.5,0.09,-0.6,5.1
6218,2011,15,IND,Kawhi Leonard,San Diego State University,8,455,14017,7954,2862,1080,0.495,0.381,0.85,14017,17.5,6.3,2.4,64.2,0.22,6.2,28.9
6219,2011,16,PHI,Nikola Vucevic,University of Southern California,8,522,15658,8104,5271,1265,0.502,0.338,0.735,15658,15.5,10.1,2.4,40.1,0.123,1.7,14.6
6220,2011,17,NYK,Iman Shumpert,Georgia Institute of Technology,8,432,10943,3196,1457,819,0.393,0.341,0.768,10943,7.4,3.4,1.9,12.8,0.056,-0.4,4.3
6221,2011,18,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,2605,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2
6222,2011,19,CHA,Tobias Harris,University of Tennessee,8,531,16076,8194,3133,980,0.472,0.368,0.822,16076,15.4,5.9,1.8,39,0.116,0.3,9.1
